Restaurant_Name,Web_Link,Locality,Sponsored,Ratings_out_of_5,Number of votes,Phone_number,Cuisines,Charges_for_two,payment_modes,Rest_timming,Detail_address,5_star_review_percentage,4_star_review_percentage,3_star_review_percentage,2_star_review_percentage,1_star_review_percentage,Wine and Beer,Dance Floor,Lunch Menu,Outdoor Seating,Seaside,4/5 Star,Free Parking,Pet Friendly,Bulk Orders Accepted,Gaming Are,City View,Vegetarian Only,Brunch,Live Music,Wheelchair Accessible,Home Delivery,Celebrity Frequented,Pre-Ordering Required,Pool Table,Keto Options,Wifi,Sports TV,Wine Tasting,Beer,Restricted Entry,Variable Menu,Serves Non Veg,Table booking for Groups,Poolside,Home Baker,Wine,Buffet,Board Games,Vegan Options,Table Reservation Not Required,Table reservation required,Rooftop,BYOB,Egg Preparations,Live Sports Screening,Luxury Dining,Seating Not Available,Desserts and Bakes,Card Upon Delivery,Serves Jain Food,Mall Parking,Available for Functions,Gastro Pub,Live Entertainment,Sugar Free Options,Couple Entry Only,Above 18 Only,Drive in,Drive Thru,Valet Parking Available,Indoor Seating,Free Wifi,Nightlife,Serves Cocktails,Kid Friendly,Craft Beer,All Day Breakfast,Gluten Free Options,Group Meal,Table booking not available,Full Bar Available,Members Only,Standing Tables,Karaoke,Entry Fee,Self Service,Delivery Only,LGBTQIA Friendly,No Alcohol Available,Unlimited Pizz,Private Dining Area Available,Smoking Are,Table booking recommended,Resto Bar,Serves Alcohol,Breakfast,Catering Available,Disabled Friendly,Serves Halal,Takeaway Only,BYOB Only,spam_review
Lad Restaurant,https://www.zomato.com/pune/lad-restaurant-wakad,Wakad,Quick Bites,4.2,275  votes,+91 8329003039 +91 9960400049,"Maharashtrian, North Indian",₹500,"Cash,Cards and Digital Payments accepted","12noon – 4pm, 7pm – 11pm","Satyam Shivam Housing Society, Near Bhumkar Chowk, Wakad, Pune",55%,31%,7%,4%,3%,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
Effingut Brewerkz,https://www.zomato.com/pune/effingut-brewerkz-baner,Baner,"Pub, Casual Dining",4.5,2857  votes,+91 7620038888,"Continental, North Indian, Mughlai, Italian, Asian","₹2,000",Cash and Cards accepted,12:30pm – 1am,"Shop 4, Deron Heights, Near Ranka Jewellers, Baner, Pune",52%,35%,6%,3%,4%,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,110
McDonald's,https://www.zomato.com/pune/mcdonalds-aundh,Aundh,Quick Bites,3.7,589  votes,+91 8928304040 020 40589945,"Burger, Fast Food",₹500,Cash and Cards accepted,7am – 11pm,"Shop 8-14, Stellar Enclave, D.P. Road, Aundh, Pune",41%,19%,21%,7%,12%,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,35
Tatyancha Dhaba,https://www.zomato.com/pune/tatyancha-dhaba-3-baner,Baner,Casual Dining,3.6,277  votes,+91 8806111148 020 65111148,"North Indian, Chinese",₹650,Cash and Cards accepted,11am – 12midnight,"Tamane Chowk, Aundh Baner Link Road, Baner, Pune",39%,18%,8%,6%,29%,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
Cafe Blu - Radisson Blu,https://www.zomato.com/pune/cafe-blu-radisson-blu-hinjawadi,Hinjawadi,"Casual Dining, Bar",4.6,890  votes,+91 7400084252 +91 7400084253,"Continental, North Indian, Asian, Fast Food, Beverages","₹1,500",Cash and Cards accepted,24 Hours,"Radisson Blu, 136/1, Phase 1, Hinjawadi, Pune",75%,14%,5%,2%,4%,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,23
Nawab Asia,https://www.zomato.com/pune/nawab-asia-1-baner,Baner,"Casual Dining, Bar",4,1289  votes,+91 7276425566 +91 8983066527,"North Indian, Chinese, Mughlai, Biryani, Desserts, Beverages","₹1,300",Cash and Cards accepted,"12:30pm – 3:30pm, 7pm – 11:30pm","Unit 5/6/7/8, Groundfloor, Cummin India Office Complex, Balewadi High Street, Baner, Pune",40%,36%,10%,5%,9%,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,37
True Tramm Trunk,https://www.zomato.com/pune/true-tramm-trunk-aundh,Aundh,"Bar, Casual Dining",4.4,516  votes,080 46971313,"North Indian, Fast Food, Asian","₹1,600","Cash,Cards and Digital Payments accepted",5pm – 1am,"Rooftop, NSG IT Park, Near Croma, ITI Road, Aundh, Pune",69%,18%,4%,2%,7%,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,17
Madari - The Crazy Bar,https://www.zomato.com/pune/madari-the-crazy-bar-baner,Baner,"Bar, Casual Dining",4,Based on 294 votes,080 46971188,"Finger Food, Modern Indian, Italian, Bar Food","₹1,400","Cash,Cards and Digital Payments accepted",5pm – 1:30am,"Survey 23/7/1, Balewadi High Street, Opposite Iris Society, Balewadi, Baner, Pune",58%,22%,5%,3%,12%,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Sigree,https://www.zomato.com/pune/sigree-aundh,Aundh,Casual Dining,4.1,1948  votes,+91 8956047757 +91 9371460959,North Indian,"₹1,600",Cash and Cards accepted,"12:30pm – 3pm, 7pm – 11pm","Hotel Shree Nanda Excellency, ITI Road, Aundh, Pune",32%,40%,15%,7%,6%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,121
Mezza 9,https://www.zomato.com/pune/mezza--hinjawadi,Hinjawadi,"Bar, Casual Dining",3.9,3908  votes,+91 8888851818 +91 9623441818,"Continental, North Indian, Mughlai, Asian","₹1,700",Cash and Cards accepted,11:30am – 12:30am,"Opposite KPIT Cummins, RGPV IT  Park, Phase 1, Hinjawadi, Pune",22%,52%,14%,5%,7%,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,130
Mughal Mahal,https://www.zomato.com/pune/mughal-mahal-hinjawadi,Hinjawadi,Casual Dining,4.4,3081  votes,080 46971118,"North Indian, Mughlai, Biryani, Chinese","₹1,500",Cash and Cards accepted,"12noon – 4pm, 7pm – 11pm","153/3, Phase 1, RGIT Park, Marunji Road, Near HP Petrol Pump, Hinjawadi, Pune",56%,28%,7%,2%,7%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255
Son Of A Gun,https://www.zomato.com/pune/son-of-a-gun-baner,Baner,"Bar, Casual Dining",4.1,259  votes,+91 9823138381 +91 8910360639,"Italian, Mexican, North Indian, Bar Food","₹1,300","Cash,Cards and Digital Payments accepted",12noon – 12midnight,"Office 12 & 13, 2nd Floor, Primrose Mall, Baner Road, Baner, Pune",46%,25%,14%,5%,10%,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,8
Green Park,https://www.zomato.com/pune/green-park-baner,Baner,"Casual Dining, Bar",3.9,1709  votes,+91 9922004100 020 30572222,"North Indian, Chinese, Continental, Thai, Mexican, Seafood, Kebab, Mangalorean","₹1,500",Cash and Cards accepted,"11am – 3:30pm, 7pm – 11pm","Survey 14/B/2, Baner Road, Baner, Pune",23%,48%,18%,5%,6%,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,42
FOMO,https://www.zomato.com/pune/fomo-hinjawadi,Hinjawadi,"Bar, Casual Dining",4.2,257  votes,080 46971848,"Continental, Fast Food, North Indian","₹1,250",Cash and Cards accepted,12noon – 12midnight,"Survey 21/1, 21/2, Hinjawadi, Pune",72%,14%,4%,2%,8%,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,8
Rubabdaar,https://www.zomato.com/pune/rubabdaar-baner,Baner,"Casual Dining, Bar",4.4,Based on 308 votes,080 47483856,"North Indian, Mughlai, Chinese","₹1,400","Cash,Cards and Digital Payments accepted","12noon – 4pm, 7pm – 12midnight","Survey 23/7/1, Balewadi High Street, Opposite Iris Society, Balewadi, Baner, Pune",64%,26%,4%,2%,4%,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Apache High Street,https://www.zomato.com/pune/apache-high-street-baner,Baner,"Bar, Pub",4.3,3653  votes,+91 8378050505,"Finger Food, Continental, Salad","₹1,100",Cash and Cards accepted,11:30am – 11:30pm,"Shop 3, Balewadi High Street, Panchshil Business Park, Balewadi-Baner Link Road, Baner, Pune",54%,33%,7%,2%,4%,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,757
Italy Via Punjab,https://www.zomato.com/pune/italy-via-punjab-baner,Baner,Casual Dining,4.1,510  votes,+91 8793727560 +91 9834499463,"Italian, North Indian",₹800,"Cash,Cards and Digital Payments accepted","11:30am – 3:30pm, 6:30pm – 11:30pm","Shop 1 & 2, Gayatri Building, Near Balewadi Phata, Baner, Pune",52%,24%,8%,4%,12%,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,3
Portico - Sayaji Hotel,https://www.zomato.com/pune/portico-sayaji-hotel-wakad,Wakad,Casual Dining,4.4,1118  votes,+91 7887860780 +91 7774022273,"North Indian, Asian, European, Salad","₹1,400",Cash and Cards accepted,7am – 11:30pm,"Sayaji Hotel, 135/136, Mumbai Bangalore Bypass Highway, Wakad, Pune",50%,37%,8%,3%,2%,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,37
Desi Dhaba,https://www.zomato.com/pune/desi-dhaba-hinjawadi,Hinjawadi,Quick Bites,4.2,414  votes,+91 8530610440,North Indian,₹300,Cash and Digital Payments accepted,"11am – 4pm, 7pm – 11pm","Hinjewadi Rajiv Gandhi Infotech Park, Phase 1, Opposite Harman, Near Radisson Blu, Hinjawadi, Pune",59%,29%,5%,2%,5%,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16
The K Factory,https://www.zomato.com/pune/the-k-factory-baner,Baner,"Casual Dining, Lounge",4.3,3710  votes,080 46971058,"Continental, Italian, North Indian, Desserts, Salad, Charcoal Chicken, Biryani, Beverages","₹2,000",Cash and Cards accepted,12noon – 1am,"Ground Floor, IQS Tower, Opposite Kapil Malhar Building, Baner, Pune",50%,36%,7%,3%,4%,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,82
Turque - Sayaji Hotel,https://www.zomato.com/pune/turque-sayaji-hotel-wakad,Wakad,"Casual Dining, Bar",4.5,1188  votes,+91 9372267401 +91 7887860780,"Asian, Mughlai, North Indian, Salad","₹1,700",Cash and Cards accepted,7am – 11:30pm,"Sayaji Hotel, Survey 135/136, Mumbai-Bangalore Bypass Highway, Wakad, Pune",60%,29%,5%,3%,3%,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,16
Rangla Punjab,https://www.zomato.com/pune/rangla-punjab-pashan,Pashan,Casual Dining,3.8,1702  votes,+91 8007090601 +91 9130334200,"North Indian, Lucknowi, Beverages",₹800,"Cash,Cards and Digital Payments accepted",12noon – 1am,"Near Kumar Papillon, Bangalore Mumbai Highway, Off Sus Pashan Road, Pashan, Pune",27%,46%,15%,5%,7%,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,50
Frozen Monkey,https://www.zomato.com/pune/frozen-monkey-hinjawadi,Hinjawadi,"Bar, Casual Dining",4.5,2773  votes,+91 8698379397 020 66904015,"Continental, Italian, North Indian, Finger Food, Asian","₹1,300",Cash and Cards accepted,4pm – 1:30am,"Level 1, Xion Mall, Near E Square Multiplex, Hinjawadi, Pune",59%,27%,8%,2%,4%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,367
Karolbaug The Dhaba,https://www.zomato.com/pune/karolbaug-the-dhaba-hinjawadi,Hinjawadi,Casual Dining,3.9,1156  votes,+91 7774004567 +91 9763334567,"North Indian, Mughlai, Chinese",₹900,Cash and Cards accepted,"11am – 3pm, 7pm – 11pm","Begore Quadron IT Park, Near MIDC Power House, Hinjawadi, Pune",22%,48%,17%,5%,8%,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23
The Tasty Tiffin,https://www.zomato.com/pune/the-tasty-tiffin-baner,Baner,Quick Bites,4,Based on 176 votes,+91 7770011884,"North Indian, Chinese, Biryani",₹400,Cash only,11am – 11:30pm,"Shop 15, Shroff Suyash, Baner, Pune",97%,1%,0%,1%,1%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pink Turbann,https://www.zomato.com/pune/pink-turbann-aundh,Aundh,Quick Bites,4.1,618  votes,+91 7507702584,"North Indian, Fast Food",₹350,"Cash,Cards and Digital Payments accepted",7am – 11pm,"20, Tejaswini 1, Lane opposite DTDC, Fit n Fair Salon, Near Medipoint Hospital, Aundh, Pune",52%,17%,9%,5%,17%,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27
Falahaar,https://www.zomato.com/pune/falahaar-baner,Baner,Quick Bites,4.3,1772  votes,+91 9168093399 +91 7745043999,"Fast Food, Street Food, Beverages, Juices",₹600,Cash and Cards accepted,12noon – 11:45pm,"Shop 3 & 4, Laxman Park, Opposite Hotel Green Park, Baner, Pune",30%,43%,11%,5%,11%,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,54
Lager Street - Lounge and Bar,https://www.zomato.com/pune/lager-street-lounge-and-bar-balewadi,Balewadi,Lounge,4,Based on 168 votes,080 46971860,"Bar Food, Continental, Italian, North Indian","₹1,500",Cash and Cards accepted,12noon – 12:30am,"Shop 1, Ground Floor, Elite Primio, Dasara Chowk, Balewadi, Pune",62%,18%,7%,3%,10%,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
Citrus Cafe - Lemon Tree Hotel,https://www.zomato.com/pune/citrus-cafe-lemon-tree-hotel-hinjawadi,Hinjawadi,"Casual Dining, Bar",4.2,1086  votes,+91 9970097498 020 44232105,"North Indian, South Indian, Italian, Asian, Continental","₹1,600",Cash and Cards accepted,24 Hours,"Lemon Tree Hotel, P4, Rajiv Gandhi Infotech Park, Phase I, Hinjawadi, Pune",71%,13%,9%,3%,4%,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,42
Over The Top - Radisson Blu,https://www.zomato.com/pune/over-the-top-radisson-blu-hinjawadi,Hinjawadi,"Casual Dining, Bar",4.5,843  votes,+91 8378931444 +91 7400084252,"Continental, North Indian, Asian, Bar Food","₹1,600",Cash and Cards accepted,6pm – 12midnight,"Radisson Blu, Phase 1, Hinjawadi, Pune",83%,10%,3%,2%,2%,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,90
Fish On Dish,https://www.zomato.com/pune/fish-on-dish-1-wakad,Wakad,Quick Bites,3.7,113  votes,+91 8308899669,Mangalorean,₹500,Cash only,6pm – 11pm,"Fab Choupati, Utkarsh Chowk, Shankar Kalat Nagar, Wakad, Pune",87%,12%,0%,0%,1%,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Flute,https://www.zomato.com/pune/flute-wakad,Wakad,"Casual Dining, Bar",4,224  votes,+91 9852331818 +91 9852441818,"Chinese, Continental, North Indian",₹700,"Cash,Cards and Digital Payments accepted","12midnight – 1:30am, 11am – 12midnight","Survey 174/1, Postal Colony, Opposite Omega Soham Icon, Datta Mandir Road, DP Road, Wakad, Pune",54%,27%,8%,5%,6%,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,3
UFO Fries & Corn,https://www.zomato.com/pune/ufo-fries-corn-wakad,Wakad,Quick Bites,4.2,200  votes,080 47483969,Fast Food,₹700,Cash only,10am – 1am,"239/1E, Casapoli, Shop 1, 2, Kaspate Wasti, Wakad, Pune",54%,28%,10%,2%,6%,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Upsouth,https://www.zomato.com/pune/upsouth-1-aundh,Aundh,Quick Bites,4.4,1770  votes,+91 7387582191 +91 7263948044,South Indian,₹400,"Cash,Cards and Digital Payments accepted",6am – 11pm,"Ward 8, Opposite Corporation Bank, Mahadji Shinde Road, Aundh Gaon, Aundh, Pune",67%,20%,5%,3%,5%,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,230
Mealstory,https://www.zomato.com/pune/mealstory-hinjawadi,Hinjawadi,"Takeaway, Delivery",4,309  votes,+91 8408888443,North Indian,Not Present,"Cash,Cards and Digital Payments accepted","11am – 4pm, 7pm – 11pm","CG 4, Wisteria Fortune, Near CNG Pump, Bhumkar Chowk, Wakad",70%,7%,4%,5%,14%,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41
TiffinGeek,https://www.zomato.com/pune/tiffingeek-wakad,Wakad,Delivery,3.8,510  votes,+91 7799557582,"North Indian, Healthy Food",Not Present,Cash only,8am – 12midnight,"192/1/15; Near Datta Mandir, New Datta Nagar, Wakad, Pune",41%,23%,13%,7%,16%,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
Maratha Samrat,https://www.zomato.com/pune/maratha-samrat-baner,Baner,Casual Dining,4.2,1044  votes,080 46971795,Maharashtrian,"₹1,100",Cash and Cards accepted,"11am – 3pm, 7pm – 11pm","MontVert Zenith Building, Opposite Kundan Garden, Beside Veritas IT Park, Baner, Pune",43%,34%,10%,5%,8%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47
